gameid,url,league,split,date,game,patch,playerid,side,position,player,team,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,firstdragon,dragons,opp_dragons,elementaldrakes,opp_elementaldrakes,infernals,mountains,clouds,oceans,dragons (type unknown),elders,opp_elders,heralds,opp_heralds,firstbaron,barons,opp_barons,firsttower,towers,opp_towers,firstmidtower,firsttothreetowers,inhibitors,opp_inhibitors,damagetochampions,dpm,damageshare,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,gspd,total cs,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15
ESPORTSTMNT01/1415478,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1415478?gameHash=be8af2e858f76353,PCS,2020-2,6/20/2020 9:49,1,10.11,1,Blue,top,Bush,Alpha Esports,Mordekaiser,Senna,Yuumi,Sett,Wukong,Karma,1761,0,2,5,3,7,18,0,0,0,0,0,0,0,0,0.2385,0.8518,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,12553,427.7002,0.289547,10,0.3407,2,0.0681,4,21,0.7155,10019,6151,209.5741,0.23549,10000,NULL,232,217,15,7,0,7.9046,3444,4257,75,3358,4495,83,86,-238,-8,5314,6636,116,5484,7019,134,-170,-383,-18
ESPORTSTMNT01/1415478,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1415478?gameHash=be8af2e858f76353,PCS,2020-2,6/20/2020 9:49,1,10.11,2,Blue,jng,YourRiver,Alpha Esports,Lee Sin,Senna,Yuumi,Sett,Wukong,Karma,1761,0,1,4,3,7,18,0,0,0,0,0,0,0,1,0.2385,0.8518,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,6143,209.3015,0.141694,13,0.4429,6,0.2044,7,31,1.0562,7852,3984,135.7411,0.152526,7500,NULL,134,14,120,93,4,4.5656,3140,2681,50,3491,3157,59,-351,-476,-9,4486,4299,75,4881,4757,93,-395,-458,-18
ESPORTSTMNT01/1415478,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1415478?gameHash=be8af2e858f76353,PCS,2020-2,6/20/2020 9:49,1,10.11,3,Blue,mid,chen9,Alpha Esports,Aatrox,Senna,Yuumi,Sett,Wukong,Karma,1761,0,1,4,4,7,18,0,0,0,0,0,0,0,0,0.2385,0.8518,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,12279,418.3646,0.283226,10,0.3407,6,0.2044,5,26,0.8859,10062,6194,211.0392,0.237137,9725,NULL,251,231,20,16,0,8.552,3164,3728,76,3002,4068,54,162,-340,22,5269,6781,131,4645,6788,103,624,-7,28
ESPORTSTMNT01/1415478,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1415478?gameHash=be8af2e858f76353,PCS,2020-2,6/20/2020 9:49,1,10.11,4,Blue,bot,WeiLun,Alpha Esports,Varus,Senna,Yuumi,Sett,Wukong,Karma,1761,0,0,3,3,7,18,0,0,0,0,0,0,0,0,0.2385,0.8518,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,8673,295.5026,0.200051,11,0.3748,5,0.1704,8,20,0.6814,9918,6050,206.1329,0.231624,9850,NULL,257,240,17,17,0,8.7564,3177,3593,83,3434,3487,80,-257,106,3,4869,5660,129,5194,5964,134,-325,-304,-5
ESPORTSTMNT01/1415478,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1415478?gameHash=be8af2e858f76353,PCS,2020-2,6/20/2020 9:49,1,10.11,5,Blue,sup,Yursan,Alpha Esports,Thresh,Senna,Yuumi,Sett,Wukong,Karma,1761,0,3,2,2,7,18,0,0,0,0,0,0,0,0,0.2385,0.8518,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,3706,126.2692,0.0854823,48,1.6354,13,0.4429,18,81,2.7598,7609,3741,127.4617,0.143223,6520,NULL,41,41,0,0,0,1.3969,2141,2054,13,2140,2239,13,1,-185,0,3080,2943,19,3220,3223,24,-140,-280,-5
ESPORTSTMNT01/1415478,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1415478?gameHash=be8af2e858f76353,PCS,2020-2,6/20/2020 9:49,1,10.11,6,Red,top,Rest,J Team,Renekton,Nidalee,Graves,Zoe,Kassadin,LeBlanc,1761,1,2,2,9,18,7,0,0,0,0,0,0,0,0,0.6133,0.8518,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,16987,578.7734,0.305143,8,0.2726,5,0.1704,4,29,0.9881,13002,9134,311.2095,0.228225,13200,NULL,267,249,18,5,6,9.0971,3358,4495,83,3444,4257,75,-86,238,8,5484,7019,134,5314,6636,116,170,383,18
ESPORTSTMNT01/1415478,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1415478?gameHash=be8af2e858f76353,PCS,2020-2,6/20/2020 9:49,1,10.11,7,Red,jng,Hana,J Team,Trundle,Nidalee,Graves,Zoe,Kassadin,LeBlanc,1761,1,2,1,14,18,7,0,0,0,0,1,1,0,0,0.6133,0.8518,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,6317,215.23,0.113474,11,0.3748,15,0.5111,10,49,1.6695,10432,6564,223.6457,0.16401,8500,NULL,166,20,146,91,6,5.6559,3491,3157,59,3140,2681,50,351,476,9,4881,4757,93,4486,4299,75,395,458,18
ESPORTSTMNT01/1415478,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1415478?gameHash=be8af2e858f76353,PCS,2020-2,6/20/2020 9:49,1,10.11,8,Red,mid,Nestea,J Team,Galio,Nidalee,Graves,Zoe,Kassadin,LeBlanc,1761,1,3,1,11,18,7,0,0,0,0,0,0,0,0,0.6133,0.8518,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,10166,346.3714,0.182615,12,0.4089,2,0.0681,6,22,0.7496,11523,7655,260.8177,0.19127,9300,NULL,219,215,4,4,0,7.4617,3002,4068,54,3164,3728,76,-162,340,-22,4645,6788,103,5269,6781,131,-624,7,-28
ESPORTSTMNT01/1415478,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1415478?gameHash=be8af2e858f76353,PCS,2020-2,6/20/2020 9:49,1,10.11,9,Red,bot,Lilv,J Team,Sivir,Nidalee,Graves,Zoe,Kassadin,LeBlanc,1761,1,11,1,5,18,7,3,2,1,0,0,0,0,0,0.6133,0.8518,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,17855,608.3475,0.320735,12,0.4089,10,0.3407,3,51,1.7376,17191,13323,453.9353,0.332893,13700,NULL,353,325,28,21,0,12.0273,3434,3487,80,3177,3593,83,257,-106,-3,5194,5964,134,4869,5660,129,325,304,5
ESPORTSTMNT01/1415478,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1415478?gameHash=be8af2e858f76353,PCS,2020-2,6/20/2020 9:49,1,10.11,10,Red,sup,Woody,J Team,Nautilus,Nidalee,Graves,Zoe,Kassadin,LeBlanc,1761,1,0,2,11,18,7,0,0,0,0,0,0,0,0,0.6133,0.8518,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,4344,148.0068,0.0780327,40,1.3629,10,0.3407,13,71,2.4191,7214,3346,114.0034,0.0836034,5625,NULL,32,32,0,0,0,1.0903,2140,2239,13,2141,2054,13,-1,185,0,3220,3223,24,3080,2943,19,140,280,5
ESPORTSTMNT01/1415478,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1415478?gameHash=be8af2e858f76353,PCS,2020-2,6/20/2020 9:49,1,10.11,100,Blue,team,,Alpha Esports,,Senna,Yuumi,Sett,Wukong,Karma,1761,0,7,18,15,7,18,0,0,0,0,0,NULL,NULL,NULL,0.2385,0.8518,0,0,8,0,4,0,0,0,0,0,0,0,2,0,0,0,1,0,0,11,0,0,0,3,43354,1477.138,NULL,92,3.1346,32,1.0903,42,179,6.0988,45460,26120,889.9489,NULL,43595,-0.143313,NULL,743,172,133,4,31.1755,15066,16313,297,15425,17446,289,-359,-1133,8,23018,26319,470,23424,27751,488,-406,-1432,-18
ESPORTSTMNT01/1415478,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1415478?gameHash=be8af2e858f76353,PCS,2020-2,6/20/2020 9:49,1,10.11,200,Red,team,,J Team,,Nidalee,Graves,Zoe,Kassadin,LeBlanc,1761,1,18,7,50,18,7,3,2,1,0,1,NULL,NULL,NULL,0.6133,0.8518,1,8,0,4,0,1,0,2,1,4,0,0,0,2,1,1,0,1,11,0,1,1,3,0,55669,1896.7291,NULL,83,2.8279,42,1.431,36,222,7.5639,59362,40022,1363.6116,NULL,50325,0.143313,NULL,841,196,121,12,35.3322,15425,17446,289,15066,16313,297,359,1133,-8,23424,27751,488,23018,26319,470,406,1432,18
ESPORTSTMNT01/1415487,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1415487?gameHash=0700e5b969c7d6fc,LCK,2020-2,6/20/2020 9:57,3,10.11,1,Blue,top,Rich,Team Dynamics,Ornn,Twisted Fate,Trundle,Kalista,Wukong,Renekton,2244,0,0,7,2,7,18,0,0,0,0,0,0,0,0,0.1872,0.6684,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,12591,336.6578,0.221544,16,0.4278,6,0.1604,3,27,0.7219,11269,6416,171.5508,0.183644,11275,NULL,269,261,8,2,0,7.1925,3115,4613,80,3761,5010,87,-646,-397,-7,4553,6762,119,5863,7959,139,-1310,-1197,-20
ESPORTSTMNT01/1415487,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1415487?gameHash=0700e5b969c7d6fc,LCK,2020-2,6/20/2020 9:57,3,10.11,2,Blue,jng,Beyond,Team Dynamics,Graves,Twisted Fate,Trundle,Kalista,Wukong,Renekton,2244,0,2,3,5,7,18,0,0,0,0,1,0,1,0,0.1872,0.6684,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,10791,288.5294,0.189872,16,0.4278,19,0.508,15,42,1.123,13061,8208,219.4652,0.234939,12150,NULL,276,99,177,135,5,7.3797,3450,3993,75,3311,3989,72,139,4,3,5644,6192,108,5066,6424,116,578,-232,-8
ESPORTSTMNT01/1415487,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1415487?gameHash=0700e5b969c7d6fc,LCK,2020-2,6/20/2020 9:57,3,10.11,3,Blue,mid,Kuzan,Team Dynamics,Karma,Twisted Fate,Trundle,Kalista,Wukong,Renekton,2244,0,2,1,4,7,18,0,0,0,0,0,0,0,0,0.1872,0.6684,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,14680,392.5134,0.258301,23,0.615,11,0.2941,11,39,1.0428,12901,8048,215.1872,0.230359,12525,NULL,302,289,13,13,0,8.0749,3253,4576,87,3358,5007,93,-105,-431,-6,5342,7527,133,5116,7626,134,226,-99,-1
ESPORTSTMNT01/1415487,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1415487?gameHash=0700e5b969c7d6fc,LCK,2020-2,6/20/2020 9:57,3,10.11,4,Blue,bot,deokdam,Team Dynamics,Ezreal,Twisted Fate,Trundle,Kalista,Wukong,Renekton,2244,0,1,2,1,7,18,0,0,0,0,1,0,1,0,0.1872,0.6684,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,15972,427.0588,0.281034,14,0.3743,13,0.3476,2,36,0.9626,13920,9067,242.4332,0.259527,13900,NULL,352,323,29,24,0,9.4118,3435,3399,92,3463,3032,84,-28,367,8,5073,5148,141,6032,5495,140,-959,-347,1
ESPORTSTMNT01/1415487,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1415487?gameHash=0700e5b969c7d6fc,LCK,2020-2,6/20/2020 9:57,3,10.11,5,Blue,sup,GuGer,Team Dynamics,Leona,Twisted Fate,Trundle,Kalista,Wukong,Renekton,2244,0,2,5,1,7,18,0,0,0,0,1,1,0,0,0.1872,0.6684,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,2799,74.8396,0.0492496,53,1.4171,18,0.4813,17,82,2.1925,8051,3198,85.508,0.0915306,7950,NULL,56,56,0,0,0,1.4973,2355,2378,13,2113,2544,12,242,-166,1,3843,4534,30,3314,4478,18,529,56,12
ESPORTSTMNT01/1415487,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1415487?gameHash=0700e5b969c7d6fc,LCK,2020-2,6/20/2020 9:57,3,10.11,6,Red,top,Kiin,Afreeca Freecs,Urgot,Varus,Sett,Olaf,Aatrox,Mordekaiser,2244,1,3,2,7,18,7,0,0,0,0,0,0,0,0,0.4813,0.6684,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,20686,553.1016,0.227331,16,0.4278,9,0.2406,4,38,1.016,15923,11070,295.9893,0.225514,14300,NULL,320,301,19,5,10,8.5561,3761,5010,87,3115,4613,80,646,397,7,5863,7959,139,4553,6762,119,1310,1197,20
ESPORTSTMNT01/1415487,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1415487?gameHash=0700e5b969c7d6fc,LCK,2020-2,6/20/2020 9:57,3,10.11,7,Red,jng,Spirit,Afreeca Freecs,Nidalee,Varus,Sett,Olaf,Aatrox,Mordekaiser,2244,1,3,2,10,18,7,0,0,0,0,0,0,0,0,0.4813,0.6684,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,11509,307.7273,0.126479,61,1.631,37,0.9893,18,143,3.8235,13864,9011,240.9358,0.183568,12550,NULL,248,53,195,118,12,6.631,3311,3989,72,3450,3993,75,-139,-4,-3,5066,6424,116,5644,6192,108,-578,232,8
ESPORTSTMNT01/1415487,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1415487?gameHash=0700e5b969c7d6fc,LCK,2020-2,6/20/2020 9:57,3,10.11,8,Red,mid,Fly,Afreeca Freecs,Galio,Varus,Sett,Olaf,Aatrox,Mordekaiser,2244,1,7,2,9,18,7,1,1,1,0,0,0,0,0,0.4813,0.6684,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,20362,544.4385,0.223771,17,0.4545,9,0.2406,8,43,1.1497,16488,11635,311.0963,0.237025,14550,NULL,321,319,2,0,2,8.5829,3358,5007,93,3253,4576,87,105,431,6,5116,7626,134,5342,7527,133,-226,99,1
ESPORTSTMNT01/1415487,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1415487?gameHash=0700e5b969c7d6fc,LCK,2020-2,6/20/2020 9:57,3,10.11,9,Red,bot,Mystic,Afreeca Freecs,Aphelios,Varus,Sett,Olaf,Aatrox,Mordekaiser,2244,1,5,0,11,18,7,2,0,0,0,0,0,0,0,0.4813,0.6684,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,32287,863.2888,0.354822,12,0.3209,12,0.3209,2,52,1.3904,17765,12912,345.2406,0.26304,15950,NULL,402,346,56,36,8,10.7487,3463,3032,84,3435,3399,92,28,-367,-8,6032,5495,140,5073,5148,141,959,347,-1
ESPORTSTMNT01/1415487,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1415487?gameHash=0700e5b969c7d6fc,LCK,2020-2,6/20/2020 9:57,3,10.11,10,Red,sup,Ben,Afreeca Freecs,Nautilus,Varus,Sett,Olaf,Aatrox,Mordekaiser,2244,1,0,1,15,18,7,0,0,0,0,0,0,0,1,0.4813,0.6684,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,6151,164.4652,0.0675971,51,1.3636,5,0.1337,15,82,2.1925,9313,4460,119.2513,0.0908532,7775,NULL,33,33,0,0,0,0.8824,2113,2544,12,2355,2378,13,-242,166,-1,3314,4478,18,3843,4534,30,-529,-56,-12
ESPORTSTMNT01/1415487,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1415487?gameHash=0700e5b969c7d6fc,LCK,2020-2,6/20/2020 9:57,3,10.11,100,Blue,team,,Team Dynamics,,Twisted Fate,Trundle,Kalista,Wukong,Renekton,2244,0,7,18,13,7,18,0,0,0,0,1,NULL,NULL,NULL,0.1872,0.6684,0,2,10,1,4,1,0,0,0,1,0,1,1,1,0,0,2,0,2,9,0,0,0,2,56833,1519.5989,NULL,122,3.262,67,1.7914,48,226,6.0428,59202,34935,934.0909,NULL,57800,-0.119178,NULL,1028,227,174,5,33.5561,15608,18959,347,16006,19582,348,-398,-623,-1,24455,30163,531,25391,31982,547,-936,-1819,-16
ESPORTSTMNT01/1415487,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1415487?gameHash=0700e5b969c7d6fc,LCK,2020-2,6/20/2020 9:57,3,10.11,200,Red,team,,Afreeca Freecs,,Varus,Sett,Olaf,Aatrox,Mordekaiser,2244,1,18,7,52,18,7,3,1,1,0,0,NULL,NULL,NULL,0.4813,0.6684,1,10,2,4,1,0,3,0,1,5,1,0,1,1,1,2,0,1,9,2,1,1,2,0,90995,2433.0214,NULL,157,4.1979,72,1.9251,47,358,9.5722,73353,49086,1312.4599,NULL,65125,0.119178,NULL,1052,272,159,32,35.4011,16006,19582,348,15608,18959,347,398,623,1,25391,31982,547,24455,30163,531,936,1819,16
6230-7993,https://lpl.qq.com/es/stats.shtml?bmid=6230,LPL,2020-2,6/20/2020 10:11,2,10.12,1,Blue,top,Chelizi,Dominus Esports,Wukong,LeBlanc,Trundle,Kalista,Thresh,Nautilus,1569,0,0,2,0,4,17,NULL,NULL,0,0,NULL,0,NULL,NULL,0.153,0.8031,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4331,165.6214,0.115756,7,0.2677,2,0.0765,0,NULL,NULL,7856,4380,167.4952,0.218881,NULL,NULL,192,184,8,3,0,7.3423,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6230-7993,https://lpl.qq.com/es/stats.shtml?bmid=6230,LPL,2020-2,6/20/2020 10:11,2,10.12,2,Blue,jng,Xiaopeng,Dominus Esports,Olaf,LeBlanc,Trundle,Kalista,Thresh,Nautilus,1569,0,0,4,4,4,17,NULL,NULL,0,0,NULL,0,NULL,NULL,0.153,0.8031,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7649,292.5048,0.204437,10,0.3824,7,0.2677,10,NULL,NULL,6125,2649,101.3002,0.132371,NULL,NULL,93,19,74,60,0,3.5564,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6230-7993,https://lpl.qq.com/es/stats.shtml?bmid=6230,LPL,2020-2,6/20/2020 10:11,2,10.12,3,Blue,mid,Twila,Dominus Esports,Syndra,LeBlanc,Trundle,Kalista,Thresh,Nautilus,1569,0,2,4,0,4,17,NULL,NULL,0,0,NULL,0,NULL,NULL,0.153,0.8031,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7326,280.153,0.195804,8,0.3059,5,0.1912,2,NULL,NULL,9151,5675,217.0172,0.283602,NULL,NULL,235,217,18,18,0,8.9866,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6230-7993,https://lpl.qq.com/es/stats.shtml?bmid=6230,LPL,2020-2,6/20/2020 10:11,2,10.12,4,Blue,bot,xubin,Dominus Esports,Ezreal,LeBlanc,Trundle,Kalista,Thresh,Nautilus,1569,0,2,4,1,4,17,NULL,NULL,0,0,NULL,0,NULL,NULL,0.153,0.8031,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12485,477.4379,0.33369,9,0.3442,5,0.1912,4,NULL,NULL,9338,5862,224.1683,0.292947,NULL,NULL,226,224,2,2,0,8.6424,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6230-7993,https://lpl.qq.com/es/stats.shtml?bmid=6230,LPL,2020-2,6/20/2020 10:11,2,10.12,5,Blue,sup,Mitsuki,Dominus Esports,Yuumi,LeBlanc,Trundle,Kalista,Thresh,Nautilus,1569,0,0,3,4,4,17,NULL,NULL,0,0,NULL,0,NULL,NULL,0.153,0.8031,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5624,215.0669,0.150314,22,0.8413,3,0.1147,9,NULL,NULL,4921,1445,55.2581,0.0721988,NULL,NULL,5,5,0,0,0,0.1912,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6230-7993,https://lpl.qq.com/es/stats.shtml?bmid=6230,LPL,2020-2,6/20/2020 10:11,2,10.12,6,Red,top,Curse,Oh My God,Renekton,Varus,Nidalee,Rek'Sai,Graves,Jarvan IV,1569,1,4,2,6,17,4,NULL,NULL,0,0,NULL,1,NULL,NULL,0.6501,0.8031,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15330,586.2333,0.272616,10,0.3824,3,0.1147,2,NULL,NULL,12352,8876,339.4264,0.237182,NULL,NULL,243,211,32,11,3,9.2925,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6230-7993,https://lpl.qq.com/es/stats.shtml?bmid=6230,LPL,2020-2,6/20/2020 10:11,2,10.12,7,Red,jng,H4cker,Oh My God,Lee Sin,Varus,Nidalee,Rek'Sai,Graves,Jarvan IV,1569,1,1,1,5,17,4,NULL,NULL,0,0,NULL,0,NULL,NULL,0.6501,0.8031,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4416,168.8719,0.0785304,16,0.6119,7,0.2677,8,NULL,NULL,9616,6140,234.7992,0.164068,NULL,NULL,177,30,147,68,27,6.7686,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6230-7993,https://lpl.qq.com/es/stats.shtml?bmid=6230,LPL,2020-2,6/20/2020 10:11,2,10.12,8,Red,mid,icon,Oh My God,Zoe,Varus,Nidalee,Rek'Sai,Graves,Jarvan IV,1569,1,11,0,3,17,4,NULL,NULL,0,0,NULL,0,NULL,NULL,0.6501,0.8031,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27465,1050.2868,0.488414,10,0.3824,3,0.1147,2,NULL,NULL,13986,10510,401.912,0.280847,NULL,NULL,221,205,16,12,4,8.4512,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6230-7993,https://lpl.qq.com/es/stats.shtml?bmid=6230,LPL,2020-2,6/20/2020 10:11,2,10.12,9,Red,bot,Smlz,Oh My God,Aphelios,Varus,Nidalee,Rek'Sai,Graves,Jarvan IV,1569,1,1,0,3,17,4,NULL,NULL,0,0,NULL,0,NULL,NULL,0.6501,0.8031,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6385,244.1683,0.113545,8,0.3059,7,0.2677,3,NULL,NULL,11678,8202,313.652,0.219171,NULL,NULL,267,241,26,4,18,10.2103,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
